record_id,building_id,parcel_id,floor_id,floor_name,level,floor_3d_id,unit_id,unit_name,unit_type,unit_3d_id,area_sq_m,source_plan_file,geometry_status,classification
schedule-B02-SHOWCASE-F3-SCHEDULE-UNIT,B02,P02,B02-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B02:3,B02-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B02:3:UNIT:B02-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B02-SHOWCASE-F4-SCHEDULE-UNIT,B02,P02,B02-SHOWCASE-F4,Floor 4,4,DEMO-3D-REFERENCE-B02:4,B02-SHOWCASE-F4-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B02:4:UNIT:B02-SHOWCASE-F4-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B03-SHOWCASE-F0-SCHEDULE-UNIT,B03,P03,B03-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B03:0,B03-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B03:0:UNIT:B03-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B03-SHOWCASE-F1-SCHEDULE-UNIT,B03,P03,B03-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B03:1,B03-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B03:1:UNIT:B03-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B03-SHOWCASE-F2-SCHEDULE-UNIT,B03,P03,B03-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B03:2,B03-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B03:2:UNIT:B03-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B03-SHOWCASE-F3-SCHEDULE-UNIT,B03,P03,B03-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B03:3,B03-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B03:3:UNIT:B03-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F0-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B04:0,B04-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:0:UNIT:B04-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F1-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B04:1,B04-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:1:UNIT:B04-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F2-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B04:2,B04-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:2:UNIT:B04-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F3-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B04:3,B04-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:3:UNIT:B04-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F4-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F4,Floor 4,4,DEMO-3D-REFERENCE-B04:4,B04-SHOWCASE-F4-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:4:UNIT:B04-SHOWCASE-F4-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B04-SHOWCASE-F5-SCHEDULE-UNIT,B04,P04,B04-SHOWCASE-F5,Floor 5,5,DEMO-3D-REFERENCE-B04:5,B04-SHOWCASE-F5-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B04:5:UNIT:B04-SHOWCASE-F5-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B05-SHOWCASE-F0-SCHEDULE-UNIT,B05,P05,B05-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B05:0,B05-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B05:0:UNIT:B05-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B05-SHOWCASE-F1-SCHEDULE-UNIT,B05,P05,B05-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B05:1,B05-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B05:1:UNIT:B05-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B05-SHOWCASE-F2-SCHEDULE-UNIT,B05,P05,B05-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B05:2,B05-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B05:2:UNIT:B05-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B06-SHOWCASE-F0-SCHEDULE-UNIT,B06,P06,B06-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B06:0,B06-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B06:0:UNIT:B06-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B06-SHOWCASE-F1-SCHEDULE-UNIT,B06,P06,B06-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B06:1,B06-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B06:1:UNIT:B06-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B06-SHOWCASE-F2-SCHEDULE-UNIT,B06,P06,B06-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B06:2,B06-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B06:2:UNIT:B06-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B06-SHOWCASE-F3-SCHEDULE-UNIT,B06,P06,B06-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B06:3,B06-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B06:3:UNIT:B06-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B07-SHOWCASE-F0-SCHEDULE-UNIT,B07,P07,B07-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B07:0,B07-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B07:0:UNIT:B07-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B07-SHOWCASE-F1-SCHEDULE-UNIT,B07,P07,B07-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B07:1,B07-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B07:1:UNIT:B07-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B07-SHOWCASE-F2-SCHEDULE-UNIT,B07,P07,B07-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B07:2,B07-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B07:2:UNIT:B07-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B07-SHOWCASE-F3-SCHEDULE-UNIT,B07,P07,B07-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B07:3,B07-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B07:3:UNIT:B07-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B07-SHOWCASE-F4-SCHEDULE-UNIT,B07,P07,B07-SHOWCASE-F4,Floor 4,4,DEMO-3D-REFERENCE-B07:4,B07-SHOWCASE-F4-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B07:4:UNIT:B07-SHOWCASE-F4-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B08-SHOWCASE-F0-SCHEDULE-UNIT,B08,P08,B08-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B08:0,B08-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B08:0:UNIT:B08-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B08-SHOWCASE-F1-SCHEDULE-UNIT,B08,P08,B08-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B08:1,B08-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B08:1:UNIT:B08-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B08-SHOWCASE-F2-SCHEDULE-UNIT,B08,P08,B08-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B08:2,B08-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B08:2:UNIT:B08-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B08-SHOWCASE-F3-SCHEDULE-UNIT,B08,P08,B08-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B08:3,B08-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B08:3:UNIT:B08-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F0-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B09:0,B09-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:0:UNIT:B09-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F1-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B09:1,B09-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:1:UNIT:B09-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F2-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B09:2,B09-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:2:UNIT:B09-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F3-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B09:3,B09-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:3:UNIT:B09-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F4-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F4,Floor 4,4,DEMO-3D-REFERENCE-B09:4,B09-SHOWCASE-F4-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:4:UNIT:B09-SHOWCASE-F4-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B09-SHOWCASE-F5-SCHEDULE-UNIT,B09,P09,B09-SHOWCASE-F5,Floor 5,5,DEMO-3D-REFERENCE-B09:5,B09-SHOWCASE-F5-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B09:5:UNIT:B09-SHOWCASE-F5-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B10-SHOWCASE-F0-SCHEDULE-UNIT,B10,P10,B10-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B10:0,B10-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B10:0:UNIT:B10-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B10-SHOWCASE-F1-SCHEDULE-UNIT,B10,P10,B10-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B10:1,B10-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B10:1:UNIT:B10-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B10-SHOWCASE-F2-SCHEDULE-UNIT,B10,P10,B10-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B10:2,B10-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B10:2:UNIT:B10-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B11-SHOWCASE-F0-SCHEDULE-UNIT,B11,P11,B11-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B11:0,B11-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B11:0:UNIT:B11-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B11-SHOWCASE-F1-SCHEDULE-UNIT,B11,P11,B11-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B11:1,B11-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B11:1:UNIT:B11-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B11-SHOWCASE-F2-SCHEDULE-UNIT,B11,P11,B11-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B11:2,B11-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B11:2:UNIT:B11-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B11-SHOWCASE-F3-SCHEDULE-UNIT,B11,P11,B11-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B11:3,B11-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B11:3:UNIT:B11-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B12-SHOWCASE-F0-SCHEDULE-UNIT,B12,P12,B12-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B12:0,B12-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B12:0:UNIT:B12-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B13-SHOWCASE-F0-SCHEDULE-UNIT,B13,P13,B13-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B13:0,B13-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B13:0:UNIT:B13-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B13-SHOWCASE-F1-SCHEDULE-UNIT,B13,P13,B13-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B13:1,B13-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B13:1:UNIT:B13-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B13-SHOWCASE-F2-SCHEDULE-UNIT,B13,P13,B13-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B13:2,B13-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B13:2:UNIT:B13-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B13-SHOWCASE-F3-SCHEDULE-UNIT,B13,P13,B13-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B13:3,B13-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B13:3:UNIT:B13-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F0-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B14:0,B14-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:0:UNIT:B14-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F1-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B14:1,B14-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:1:UNIT:B14-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F2-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B14:2,B14-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:2:UNIT:B14-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F3-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B14:3,B14-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:3:UNIT:B14-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F4-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F4,Floor 4,4,DEMO-3D-REFERENCE-B14:4,B14-SHOWCASE-F4-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:4:UNIT:B14-SHOWCASE-F4-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B14-SHOWCASE-F5-SCHEDULE-UNIT,B14,P14,B14-SHOWCASE-F5,Floor 5,5,DEMO-3D-REFERENCE-B14:5,B14-SHOWCASE-F5-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B14:5:UNIT:B14-SHOWCASE-F5-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B15-SHOWCASE-F0-SCHEDULE-UNIT,B15,P15,B15-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B15:0,B15-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B15:0:UNIT:B15-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B15-SHOWCASE-F1-SCHEDULE-UNIT,B15,P15,B15-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B15:1,B15-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B15:1:UNIT:B15-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B15-SHOWCASE-F2-SCHEDULE-UNIT,B15,P15,B15-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B15:2,B15-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B15:2:UNIT:B15-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B16-SHOWCASE-F0-SCHEDULE-UNIT,B16,P16,B16-SHOWCASE-F0,Ground floor,0,DEMO-3D-REFERENCE-B16:0,B16-SHOWCASE-F0-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B16:0:UNIT:B16-SHOWCASE-F0-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B16-SHOWCASE-F1-SCHEDULE-UNIT,B16,P16,B16-SHOWCASE-F1,Floor 1,1,DEMO-3D-REFERENCE-B16:1,B16-SHOWCASE-F1-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B16:1:UNIT:B16-SHOWCASE-F1-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B16-SHOWCASE-F2-SCHEDULE-UNIT,B16,P16,B16-SHOWCASE-F2,Floor 2,2,DEMO-3D-REFERENCE-B16:2,B16-SHOWCASE-F2-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B16:2:UNIT:B16-SHOWCASE-F2-SCHEDULE-UNIT,,,schedule_only,synthetic
schedule-B16-SHOWCASE-F3-SCHEDULE-UNIT,B16,P16,B16-SHOWCASE-F3,Floor 3,3,DEMO-3D-REFERENCE-B16:3,B16-SHOWCASE-F3-SCHEDULE-UNIT,Dwelling · schedule only,residential,DEMO-3D-REFERENCE-B16:3:UNIT:B16-SHOWCASE-F3-SCHEDULE-UNIT,,,schedule_only,synthetic
